gene_id	gene_name	chromosome	start	end	mean_cn.id	gene_biotype	mean_cn.if	p.val	p.adj
ENSG00000100983	GSS	chr20	34928432	34956027	0.17154716981132076	protein_coding	0.09265009593555767	8.3858722312687e-12	5.388885358995924e-11
ENSG00000100985	MMP9	chr20	46008908	46016561	0.14561069182389938	protein_coding	0.047674468085106385	4.11851610905051e-15	3.565996220462963e-14
ENSG00000100987	VSX1	chr20	25070885	25082141	0.12173050611500993	protein_coding	0.06048027079303675	3.87097494060295e-08	1.6717107741477125e-7
ENSG00000100991	TRPC4AP	chr20	35002404	35092807	0.17344184625654147	protein_coding	0.09537200206666775	1.54436123259444e-11	9.813298003298287e-11
ENSG00000100994	PYGB	chr20	25248085	25298012	0.12136920653317936	protein_coding	0.061085540707126997	3.71402513575602e-08	1.6071645059901218e-7
ENSG00000100997	ABHD12	chr20	25294742	25390835	0.1213067223307588	protein_coding	0.060773707358148576	1.78725390844563e-08	8.163722806678704e-8
ENSG00000101000	PROCR	chr20	35172072	35216240	0.17771805126860854	protein_coding	0.09504045094572766	3.32737201711926e-12	2.2011933306401623e-11
ENSG00000101004	NINL	chr20	25452697	25585531	0.12234902811440385	protein_coding	0.060623958202568405	6.5990446927929e-09	3.2052739836731315e-8
ENSG00000101017	CD40	chr20	46118278	46129863	0.14561488469601677	protein_coding	0.048682785299806575	5.3958772532241e-15	4.561582533940041e-14
ENSG00000101019	UQCC1	chr20	35302566	35412031	0.17935935342369796	protein_coding	0.09845408270302113	2.00080922289509e-11	1.2634727609893578e-10
ENSG00000101040	ZMYND8	chr20	47209214	47356889	0.15721087140280682	protein_coding	0.05722394491711575	1.86124434118489e-14	1.471098892744211e-13
ENSG00000101049	SGK2	chr20	43558968	43588237	0.13389026627674647	protein_coding	0.04868928030535353	2.12739248433037e-13	1.5169447467941599e-12
ENSG00000101052	IFT52	chr20	43590937	43647299	0.1337812328634229	protein_coding	0.04723211203079419	1.0725311981511e-13	7.84478801767694e-13
ENSG00000101057	MYBL2	chr20	43667019	43716495	0.1341402073346614	protein_coding	0.04702077786454022	1.03637650026167e-13	7.594721113639864e-13
ENSG00000101074	R3HDML	chr20	44337043	44351238	0.1408643605870021	protein_coding	0.045047001934235976	1.01222698188685e-14	8.198401932540159e-14
ENSG00000101076	HNF4A	chr20	44355700	44434596	0.14012855780767064	protein_coding	0.045047001934235976	1.08698187320559e-14	8.77077228267017e-14
ENSG00000101079	NDRG3	chr20	36651766	36746090	0.16338009684387847	protein_coding	0.07947531735196069	7.11947507362916e-12	4.601100702485597e-11
ENSG00000101082	SLA2	chr20	36612318	36646196	0.1655593291404612	protein_coding	0.08113291813465219	1.35248417175264e-11	8.611053640654498e-11
ENSG00000101084	RAB5IF	chr20	36605779	36612557	0.16568280922431866	protein_coding	0.07986266924564797	6.98309709102292e-12	4.519011273276038e-11
ENSG00000101096	NFATC2	chr20	51386957	51562831	0.15405455304699897	protein_coding	0.07308645114434895	3.88918507456218e-12	2.5614520315485042e-11
ENSG00000101098	RIMS4	chr20	44751808	44810546	0.1417568881097148	protein_coding	0.04253003458289523	1.82544812023319e-15	1.6791514923116444e-14
ENSG00000101104	PABPC1L	chr20	44910060	44959035	0.14106051376814274	protein_coding	0.042474590377193255	1.20364407477197e-15	1.1281316153503222e-14
ENSG00000101109	STK4	chr20	44966479	45080021	0.14172288932936497	protein_coding	0.04278948842267566	1.06796527170823e-15	1.00584520495309e-14
ENSG00000101115	SALL4	chr20	51782331	51802521	0.15398861858393378	protein_coding	0.07819651837524177	1.63133340191851e-11	1.0359127983188644e-10
ENSG00000101126	ADNP	chr20	50888916	50931437	0.1652776704398541	protein_coding	0.06439419432372827	3.03703520731021e-14	2.336376308228249e-13
ENSG00000101132	PFDN4	chr20	54208087	54228052	0.17542450353441927	protein_coding	0.08880007954327374	9.06201733668026e-13	6.189921813743019e-12
ENSG00000101134	DOK5	chr20	54475593	54651169	0.16757639162672147	protein_coding	0.08451203814207274	3.32997616108992e-12	2.2014082650162214e-11
ENSG00000101138	CSTF1	chr20	56392371	56406362	0.1436943396226415	protein_coding	0.07520568659052382	1.26974896390992e-10	7.428146800680776e-10
ENSG00000101144	BMP7	chr20	57168753	57266641	0.14824315269366684	protein_coding	0.08328973592051084	7.52945220869122e-10	4.046923436708077e-9
ENSG00000101146	RAE1	chr20	57351223	57379211	0.15518658280922432	protein_coding	0.08340793931297596	2.36328478635606e-10	1.3442748002956422e-9
ENSG00000101158	NELFCD	chr20	58981208	58995133	0.15607876711523627	protein_coding	0.08837517903701952	7.87306659156644e-10	4.219867573509682e-9
ENSG00000101160	CTSZ	chr20	58995185	59007254	0.15602138364779874	protein_coding	0.08818104448742746	7.62459059212756e-10	4.094640435588771e-9
ENSG00000101162	TUBB1	chr20	59019429	59026654	0.15500461215932915	protein_coding	0.08818104448742746	1.2464100732776e-09	6.547974812483927e-9
ENSG00000101166	PRELID3B	chr20	59033145	59042809	0.15500461215932915	protein_coding	0.08818104448742746	1.2464100732776e-09	6.547974812483927e-9
ENSG00000101180	HRH3	chr20	62214960	62220278	0.15817232704402515	protein_coding	0.09979941972920696	4.23648258489594e-09	2.0791700734866583e-8
ENSG00000101181	MTG2	chr20	62183029	62203568	0.1582396525020149	protein_coding	0.09819194318633473	2.16342421700079e-09	1.0883037916615692e-8
ENSG00000101182	PSMA7	chr20	62136733	62143440	0.15391006289308176	protein_coding	0.09542707930367506	5.94908291820911e-09	2.896859962970642e-8
ENSG00000101187	SLCO4A1	chr20	62642503	62685785	0.15923389053243633	protein_coding	0.09803941660680537	7.341922729406e-09	3.55093300019225e-8
ENSG00000101188	NTSR1	chr20	62708836	62762771	0.15930140818790503	protein_coding	0.09783170146130507	6.72641244273525e-09	3.2646761094551966e-8
ENSG00000101189	MRGBP	chr20	62796473	62801729	0.15847505241090146	protein_coding	0.09616131528046422	6.64268328816935e-09	3.2256589511706216e-8
ENSG00000101190	TCFL5	chr20	62841005	62861822	0.1583612512673765	protein_coding	0.0966073500967118	7.05775047486009e-09	3.419477449783606e-8
ENSG00000101191	DIDO1	chr20	62877738	62937952	0.15845624453720264	protein_coding	0.09707017686536673	1.38158532594714e-08	6.420034578138298e-8
ENSG00000101193	GID8	chr20	62938147	62948475	0.15865019162354685	protein_coding	0.09692398452611219	1.33938450627567e-08	6.238941525856552e-8
ENSG00000101194	SLC17A9	chr20	62952707	62969585	0.15870796645702306	protein_coding	0.0969340984901944	1.32989120754323e-08	6.199205708521374e-8
ENSG00000101197	BIRC7	chr20	63235883	63240495	0.15776729559748429	protein_coding	NA	2.59382163324414e-08	1.1550235065435614e-7
ENSG00000101198	NKAIN4	chr20	63240784	63272694	0.1577373109824284	protein_coding	0.09950293545404912	3.31043105953744e-08	1.4425354562843384e-7
ENSG00000101199	ARFGAP1	chr20	63272785	63289790	0.15741369664328014	protein_coding	0.10192082341005557	7.33111169523831e-08	3.0599696457322167e-7
ENSG00000101200	AVP	chr20	3082556	3084724	0.11950754716981132	protein_coding	NA	1.36317736375532e-10	7.957841382792842e-10
ENSG00000101203	COL20A1	chr20	63293186	63334851	0.1579581866207277	protein_coding	0.10332765957446809	1.20931948331812e-07	4.93252205643077e-7
ENSG00000101204	CHRNA4	chr20	63343223	63378401	0.15775492662473795	protein_coding	0.10233640379553713	1.35302105304797e-07	5.494283725399966e-7
ENSG00000101210	EEF1A2	chr20	63488013	63499239	0.16226184486373166	protein_coding	0.10558317214700194	1.01798434812722e-07	4.180357919382123e-7
ENSG00000101213	PTK6	chr20	63528001	63537376	0.16393429175863025	protein_coding	0.10364707391820754	9.33652667110016e-08	3.8504202755260843e-7
ENSG00000101216	GMEB2	chr20	63587602	63627101	0.16703165618448637	protein_coding	0.11053470475095016	2.44117129872694e-07	9.665117027568825e-7
ENSG00000101220	C20orf27	chr20	3753508	3767781	0.12227796543603148	protein_coding	0.03044642166344294	6.17941825298816e-11	3.741938006049288e-10
ENSG00000101222	SPEF1	chr20	3777504	3781448	0.1235356394129979	protein_coding	0.03044642166344294	5.82433444130909e-11	3.5536534555517274e-10
ENSG00000101224	CDC25B	chr20	3786772	3806121	0.12345052308660434	protein_coding	0.029821770644386663	2.77415877863083e-11	1.7365011382635043e-10
ENSG00000101230	ISM1	chr20	13221274	13300651	0.12906701798249792	protein_coding	0.04413847138881377	1.02696939617407e-10	6.081535201071278e-10
ENSG00000101247	NDUFAF5	chr20	13785007	13821580	0.1262074796682711	protein_coding	0.04312606069903767	3.9123705393305e-10	2.172951745493021e-9
ENSG00000101251	SEL1L2	chr20	13849247	13996443	0.12710792391587444	protein_coding	0.042062398421405946	1.61091639370617e-10	9.31678801713236e-10
ENSG00000101265	RASSF2	chr20	4780023	4823608	0.11572617007968816	protein_coding	0.03224298384073284	1.50164038887589e-10	8.718721788973722e-10
ENSG00000101266	CSNK2A1	chr20	472498	543835	0.10934224426291486	protein_coding	0.032480637991428515	5.13242576279235e-08	2.1823259621364697e-7
ENSG00000101276	SLC52A3	chr20	760080	776015	0.1089700132680699	protein_coding	0.03495630879243119	4.18604342114986e-08	1.8013321623157018e-7
ENSG00000101280	ANGPT4	chr20	869900	916334	0.10965840108190432	protein_coding	0.034091472080987846	4.00917631079001e-08	1.7294608931561104e-7
ENSG00000101282	RSPO4	chr20	958452	1002311	0.10774899376512696	protein_coding	0.034339902941542065	7.80966255986984e-08	3.24987616693248e-7
ENSG00000101290	CDS2	chr20	5126879	5197887	0.1150235059937015	protein_coding	0.03340756983177354	3.27818311133542e-10	1.839763601442949e-9
ENSG00000101292	PROKR2	chr20	5299218	5316954	0.12187387675214532	protein_coding	0.03373379898261579	3.83492107705299e-11	2.376621485518614e-10
ENSG00000101294	HM13	chr20	31514410	31577923	0.22326755383929353	protein_coding	0.11499331967726467	5.87098662978192e-14	4.4128345808364726e-13
ENSG00000101298	SNPH	chr20	1266280	1309328	0.10885178197064989	protein_coding	0.03373721162262461	1.41043884358431e-08	6.547812338745041e-8
ENSG00000101306	MYLK2	chr20	31819308	31834689	0.21975737720399025	protein_coding	0.11059941972920696	1.05443682501539e-14	8.518844060569756e-14
ENSG00000101307	SIRPB1	chr20	1561385	1620061	0.10835365507233996	protein_coding	0.03259439071566731	2.52080361980226e-08	1.1240619465309386e-7
ENSG00000101310	SEC23B	chr20	18507520	18561415	0.12110577915127485	protein_coding	0.04330796152457075	3.86551019320659e-10	2.150016135968088e-9
ENSG00000101311	FERMT1	chr20	6074845	6123030	0.12916059110203548	protein_coding	0.039608510480207526	4.97341228286474e-11	3.0518235409179857e-10
ENSG00000101323	HAO1	chr20	7882985	7940458	0.1458755382912346	protein_coding	0.04274929526215106	5.98617217797042e-14	4.4959132178015005e-13
ENSG00000101327	PDYN	chr20	1978757	1994285	0.1141922431865828	protein_coding	0.03330348162475822	2.90593113293133e-09	1.4493641026293443e-8
ENSG00000101331	CCM2L	chr20	32010438	32032180	0.21359252759230177	protein_coding	0.10526384303493516	1.30976075212801e-14	1.04548134086185e-13
ENSG00000101333	PLCB4	chr20	9068763	9481242	0.14738208089639432	protein_coding	0.04455082021573058	1.87896440662182e-14	1.4844971551212148e-13
ENSG00000101335	MYL9	chr20	36541497	36551447	0.1658475890985325	protein_coding	0.07978762088974856	6.4227852728668e-12	4.167582906146052e-11
ENSG00000101336	HCK	chr20	32052197	32101856	0.20761029107729065	protein_coding	0.10494679792323623	2.69907377350879e-14	2.0947371668489068e-13
ENSG00000101337	TM9SF4	chr20	32109714	32167258	0.2055545755198368	protein_coding	0.10362819750305968	4.28063190796171e-14	3.2490753071157703e-13
ENSG00000101342	TLDC2	chr20	36876121	36894235	0.15492200215837457	protein_coding	0.07139922630560928	3.24733364634614e-12	2.1511914967924685e-11
ENSG00000101343	CRNKL1	chr20	20034368	20056046	0.12490952818578906	protein_coding	0.04578176877317785	3.83206180206105e-11	2.3763703958399134e-10
ENSG00000101346	POFUT1	chr20	32207880	32238658	0.20174224635663854	protein_coding	0.10194028159685371	2.0354567817808e-14	1.6022379239470136e-13
ENSG00000101347	SAMHD1	chr20	36890229	36951843	0.15244144663728776	protein_coding	0.07110530099598218	7.96963092360822e-12	5.1282265340219856e-11
ENSG00000101349	PAK5	chr20	9537370	9839076	0.14785356468982394	protein_coding	0.04716927376714303	3.07358444853444e-14	2.361671869225926e-13
ENSG00000101350	KIF3B	chr20	32277651	32335011	0.19738543394474714	protein_coding	0.10258768139305799	1.18463729958605e-13	8.625570567698352e-13
ENSG00000101353	MROH8	chr20	37101226	37179588	0.15117252964615088	protein_coding	0.07145414886874829	4.56504831715332e-12	2.99534776978433e-11
ENSG00000101361	NOP56	chr20	2652593	2658393	0.1150524109014675	protein_coding	0.031132301740812378	1.7456223404268e-09	8.843479346977315e-9
ENSG00000101363	MANBAL	chr20	37289638	37317260	0.15683405220312116	protein_coding	0.07374540772656764	3.28840457093125e-12	2.1769057949513007e-11
ENSG00000101365	IDH3B	chr20	2658395	2664219	0.1150524109014675	protein_coding	0.031132301740812378	1.7456223404268e-09	8.843479346977315e-9
ENSG00000101367	MAPRE1	chr20	32819954	32850405	0.18297169787044407	protein_coding	0.09304410469539373	1.75575015728521e-13	1.2631592472356947e-12
ENSG00000101384	JAG1	chr20	10637684	10673999	0.1528221575255858	protein_coding	0.04781344428234869	5.97102682194708e-14	4.4862825795235995e-13
ENSG00000101391	CDK5RAP1	chr20	33358839	33401561	0.18136449103361385	protein_coding	0.08667787380747004	9.77625651600571e-15	7.931455149923658e-14
ENSG00000101400	SNTA1	chr20	33407957	33443763	0.17966656049897853	protein_coding	0.0863889748549323	1.57731470532724e-14	1.251807237584482e-13
ENSG00000101405	OXT	chr20	3071620	3072517	0.11855073375262054	protein_coding	0.02886653771760155	1.428353840286e-10	8.32574264719513e-10
ENSG00000101407	TTI1	chr20	37983007	38033461	0.150580199149444	protein_coding	0.07024279112237068	2.22601810348982e-11	1.4024785291948095e-10
ENSG00000101412	E2F1	chr20	33675477	33686385	0.17579076147903464	protein_coding	0.08643009973001672	4.5349792449296e-14	3.429999767983754e-13
ENSG00000101413	RPRD1B	chr20	38033725	38127780	0.14843154590413013	protein_coding	0.0711593450113055	6.58474483380956e-11	3.974922373584352e-10
ENSG00000101417	PXMP4	chr20	33702758	33720319	0.1749784716792264	protein_coding	0.08609555125725339	9.3338712484613e-14	6.879145017418043e-13
ENSG00000101421	CHMP4B	chr20	33811348	33854366	0.16886861076984355	protein_coding	0.08540177022163814	3.65145203567324e-13	2.554693914273813e-12
ENSG00000101425	BPI	chr20	38304150	38337505	0.14763036191535203	protein_coding	0.07020063653743659	2.93724982683724e-11	1.8356148464902934e-10
ENSG00000101435	CST9L	chr20	23564732	23568484	0.11933228511530398	protein_coding	NA	2.83904249196575e-08	1.2546736174171216e-7
ENSG00000101438	SLC32A1	chr20	38724486	38729372	0.14293815513626834	protein_coding	0.06374158607350097	5.90202221936742e-12	3.8361158550309704e-11
ENSG00000101439	CST3	chr20	23626706	23638473	0.11752997903563941	protein_coding	0.0608027079303675	7.11357116423484e-08	2.9749481311869323e-7
ENSG00000101440	ASIP	chr20	34194569	34269344	0.1712569130653882	protein_coding	0.08941302696828667	3.67882096131054e-12	2.4253851368476344e-11
ENSG00000101441	CST4	chr20	23685640	23689040	0.11449916142557652	protein_coding	0.06106305609284333	2.45419075321982e-07	9.712682397038981e-7
ENSG00000101442	ACTR5	chr20	38748460	38772520	0.1425278082313646	protein_coding	0.062490135396518376	3.33521311427628e-12	2.204116035869822e-11
ENSG00000101443	WFDC2	chr20	45469753	45481532	0.14432997369271156	protein_coding	0.045764603481624755	1.43893829388737e-15	1.3376309443225374e-14
ENSG00000101444	AHCY	chr20	34280268	34311802	0.17260146750524108	protein_coding	0.0892340122912834	8.45077122860165e-12	5.4287844304256097e-11
ENSG00000101445	PPP1R16B	chr20	38805697	38923024	0.14245626114396984	protein_coding	0.06266094510137758	1.01802461627493e-11	6.509494045873162e-11
ENSG00000101446	SPINT3	chr20	45512461	45515622	0.14698700209643606	protein_coding	0.04356827852998066	2.1149086989598e-16	2.0993674890959122e-15
ENSG00000101447	FAM83D	chr20	38926312	38953106	0.1423681242091386	protein_coding	0.06539980657640232	2.66168971658214e-11	1.668262824633913e-10
ENSG00000101448	EPPIN	chr20	45540626	45547752	0.14591593291404611	protein_coding	0.04397942358449785	2.68143324290517e-16	2.656269023240983e-15
ENSG00000101452	DHX35	chr20	38962299	39039723	0.1420216774843477	protein_coding	0.06326811514528663	1.17229278887213e-11	7.47119096095115e-11
ENSG00000101457	DNTTIP1	chr20	45791954	45811427	0.1431177902587516	protein_coding	0.04871657909937065	9.39261813473235e-15	7.633033424847488e-14
ENSG00000101460	MAP1LC3A	chr20	34546854	34560345	0.1725278825995807	protein_coding	0.08834371373307544	6.02235881648086e-12	3.913013967640793e-11
ENSG00000101463	SYNDIG1	chr20	24469629	24666616	0.11619256232634231	protein_coding	0.061444967836424565	3.23344588937998e-07	1.263103624775593e-6
ENSG00000101464	PIGU	chr20	34560542	34698790	0.17128470365199788	protein_coding	0.08775593603740926	1.15447487811643e-11	7.362492974768926e-11
ENSG00000101470	TNNC2	chr20	45823214	45833745	0.14294926624737944	protein_coding	0.047684930878229025	8.43082826553569e-15	6.894932667457788e-14
ENSG00000101473	ACOT8	chr20	45841721	45857405	0.14294926624737944	protein_coding	0.04780793036750484	9.00813855819316e-15	7.34220306027921e-14
ENSG00000101474	APMAP	chr20	24962925	24992751	0.12011584920373285	protein_coding	0.061933999631600206	8.85370696533391e-08	3.6614745079154143e-7
ENSG00000101898	MCTS2P	chr20	31547412	31548081	NA	protein_coding	0.11474158607350096	6.72469073695752e-14	5.025177987071892e-13
ENSG00000102445	RUBCNL	chr13	46334681	46438190	-0.18917915744720584	protein_coding	-0.1343383118227877	1.26198864549054e-05	4.19945472264268e-5
ENSG00000102468	HTR2A	chr13	46831546	46897076	-0.19133377422204964	protein_coding	-0.13694197292069632	1.25752621853479e-05	4.1867690388549705e-5
ENSG00000102531	FNDC3A	chr13	48975912	49209779	-0.1849386118826109	protein_coding	-0.13007039659424918	1.80397017591073e-05	5.8873613597005525e-5
ENSG00000102539	MLNR	chr13	49220338	49222377	-0.18222327044025158	protein_coding	-0.12933346228239845	2.12249211633944e-05	6.86770187794455e-5
ENSG00000102543	CDADC1	chr13	49247925	49293485	-0.18212728800734693	protein_coding	-0.12916526833369524	1.98441442734452e-05	6.44467610844218e-5
ENSG00000102547	CAB39L	chr13	49308650	49444064	-0.18267796421803176	protein_coding	-0.1302350643173996	2.09023638994439e-05	6.771272236215962e-5
ENSG00000102678	FGF9	chr13	21671073	21704498	-0.19575919950616413	protein_coding	-0.1442862669245648	1.33531755231203e-06	4.940495912279541e-6
ENSG00000102683	SGCG	chr13	23180979	23325162	-0.19690408922087477	protein_coding	-0.141372794223473	1.85785196372115e-06	6.793133898012768e-6
ENSG00000102699	PARP4	chr13	24420931	24512778	-0.2020627225682012	protein_coding	-0.1442528942043423	8.68842031715475e-07	3.2627180261757056e-6
ENSG00000102710	SUPT20H	chr13	37009312	37059713	-0.1873219395886492	protein_coding	-0.1406589508975918	2.85399590290078e-05	9.114008738028496e-5
ENSG00000102738	MRPS31	chr13	40729128	40771190	-0.19160911400630887	protein_coding	-0.13766742880421443	6.13692906245457e-06	2.1306085316217635e-5
ENSG00000102743	SLC25A15	chr13	40789412	40812460	-0.19208585704560827	protein_coding	-0.13746286266924565	5.66170861924012e-06	1.971291012939102e-5
ENSG00000102753	KPNA3	chr13	49699320	49792682	-0.17909635327865742	protein_coding	-0.12982630560928432	3.13442203448677e-05	9.951944516795027e-5
ENSG00000102755	FLT1	chr13	28300346	28495145	-0.19299397905387236	protein_coding	-0.1401144564924844	1.0172368495982e-05	3.4221463294476543e-05
ENSG00000102760	RGCC	chr13	41457550	41470871	-0.19091709221960296	protein_coding	-0.13300039967310132	2.64890948485127e-06	9.475737873865182e-6
ENSG00000102763	VWA8	chr13	41566835	41961120	-0.19005233332874502	protein_coding	-0.13544385687924929	5.51514238008846e-06	1.9233797681200356e-5
ENSG00000102780	DGKH	chr13	42040036	42256578	-0.19366963719045024	protein_coding	-0.13676536543592513	2.26682172989284e-06	8.196966558655932e-6
ENSG00000102781	KATNAL1	chr13	30202630	30307551	-0.1889587129953103	protein_coding	-0.14093919805103677	1.58757210490392e-05	5.2154983589165006e-5
ENSG00000102802	MEDAG	chr13	30906271	30925572	-0.18803384675391907	protein_coding	-0.13997227937911721	1.00895214052751e-05	3.396049572847171e-5
ENSG00000102804	TSC22D1	chr13	44432143	44577147	-0.19035549462794218	protein_coding	-0.1324097334776104	4.8351621769973e-06	1.6954225408069858e-5
ENSG00000104205	SGK3	chr8	66712734	66862022	0.1783278152248617	protein_coding	0.12233577617338229	7.4435589963968e-06	2.5603139090704593e-5
ENSG00000104213	PDGFRL	chr8	17576433	17644071	-0.22838959297956563	protein_coding	-0.1470189160249126	1.16361206572479e-06	4.3292554456097395e-6
ENSG00000104218	CSPP1	chr8	67062417	67196778	0.18020955073887107	protein_coding	0.11948736678162017	1.23865942673853e-06	4.595198471239901e-6
ENSG00000104219	ZDHHC2	chr8	17156482	17224799	-0.2272362566269738	protein_coding	-0.14503030300981087	6.44094643648531e-07	2.4429562598387346e-6
ENSG00000104228	TRIM35	chr8	27284886	27311272	-0.24612391542299278	protein_coding	-0.1525137330754352	4.15475651384203e-08	1.789064457821812e-7
ENSG00000104231	ZFAND1	chr8	81701334	81732903	0.2218444001124887	protein_coding	0.1495642080746655	1.51409012206204e-07	6.117284542260165e-7
ENSG00000104237	RP1	chr8	54509422	54871720	0.161857000980885	protein_coding	0.10514523539389148	7.87546315939018e-06	2.69591213627397e-5
ENSG00000104267	CA2	chr8	85463968	85481493	0.21557928252306685	protein_coding	0.1360872213914855	1.1170696867616e-08	5.3031297958156376e-8
ENSG00000104290	FZD3	chr8	28494205	28574267	-0.23698163812301892	protein_coding	-0.14976557059961315	8.98993636537852e-08	3.714622476363997e-7
ENSG00000104299	INTS9	chr8	28767661	28890242	-0.23651224668465434	protein_coding	-0.14782282398452612	7.9060342091381e-08	3.287147284070613e-7
ENSG00000104312	RIPK2	chr8	89757806	89791064	0.22397606441504997	protein_coding	0.13681932665467456	7.25098658143442e-10	3.905948348956182e-9
ENSG00000104313	EYA1	chr8	71197433	71592025	0.18927778140987073	protein_coding	0.13384241104634548	6.01623858061446e-06	2.090210083844056e-5
ENSG00000104320	NBN	chr8	89933331	90003228	0.22515101042082125	protein_coding	0.13954667077003335	2.51315625593559e-09	1.2599698779109213e-8
ENSG00000104321	TRPA1	chr8	72019917	72075584	0.1963547562680288	protein_coding	0.13611610451394396	8.02745303167799e-06	2.7450223086019428e-5
ENSG00000104324	CPQ	chr8	96645242	97149654	0.2457425831504698	protein_coding	0.16114534799821167	1.7701457088499e-08	8.091316767121042e-8
ENSG00000104325	DECR1	chr8	90001405	90053633	0.22605018740929422	protein_coding	0.13911163960825756	1.52862220100775e-09	7.914339805039732e-9
ENSG00000104327	CALB1	chr8	90058608	90095475	0.22688515335607168	protein_coding	0.1380739660156975	1.11383958144542e-09	5.8899641923846646e-9
ENSG00000104331	BPNT2	chr8	56957931	56993867	0.15844171907756813	protein_coding	0.1040661518714206	1.08312340534727e-05	3.631781777658951e-5
ENSG00000104341	LAPTM4B	chr8	97775057	97853013	0.24759735471121394	protein_coding	0.15996216329525206	1.49571331756636e-08	6.908822131857814e-8
ENSG00000104343	UBE2W	chr8	73780097	73878910	0.20951932067275147	protein_coding	0.14578275829479947	9.74713113592604e-07	3.6418826335141835e-6
ENSG00000104356	POP1	chr8	98117293	98159835	0.2510316396552656	protein_coding	0.1604058325731517	1.46611650906459e-08	6.785091664015497e-8
ENSG00000104361	NIPAL2	chr8	98189826	98294393	0.25241437001771766	protein_coding	0.16080098544000568	1.16978789453008e-08	5.495995255625038e-8
ENSG00000104369	JPH1	chr8	74234700	74321540	0.20822292456951272	protein_coding	0.14535658032290522	1.27577445976964e-06	4.728345210930571e-6
ENSG00000104375	STK3	chr8	98371228	98942827	0.2495805106529311	protein_coding	0.16235268732323124	1.65474643516144e-08	7.594377972918398e-8
ENSG00000104381	GDAP1	chr8	74320613	74518007	0.2056400337954702	protein_coding	0.14536917207220373	2.37925192028731e-06	8.569832061195221e-6
ENSG00000104388	RAB2A	chr8	60516936	60623644	0.1765217302833338	protein_coding	0.11813806193461865	3.86360115087473e-06	1.3634121927557025e-5
ENSG00000104408	EIF3E	chr8	108162787	108443496	0.2639081827156797	protein_coding	0.15858182318668848	6.28537409172274e-11	3.802523373936992e-10
ENSG00000104412	EMC2	chr8	108443601	108489196	0.2632861813307215	protein_coding	0.15962626347913786	7.76651519407111e-11	4.664980534946257e-10
ENSG00000104413	ESRP1	chr8	94641074	94707466	0.23976753519700825	protein_coding	0.15218338337992343	4.16082239932213e-09	2.0461966977521788e-8
ENSG00000104415	CCN4	chr8	133191039	133231690	0.29233960060381325	protein_coding	0.18673929083050042	7.59126616971713e-12	4.8929091958767365e-11
ENSG00000104419	NDRG1	chr8	133237175	133302022	0.2920116588288097	protein_coding	0.18669432899220118	6.9078821422782e-12	4.4718350986054956e-11
ENSG00000104427	ZC2HC1A	chr8	78666089	78719765	0.2158657435686406	protein_coding	0.14784388179441355	5.79223734415917e-08	2.443522104355579e-7
ENSG00000104432	IL7	chr8	78675743	78805523	0.21639788957908693	protein_coding	0.14805825619220406	5.29430387922264e-08	2.2476938029657966e-7
ENSG00000104435	STMN2	chr8	79611117	79666158	0.22516207016190007	protein_coding	0.16268541988009838	1.84683946387125e-07	7.407682293106507e-7
ENSG00000104447	TRPS1	chr8	115408496	115809673	0.27256958517675867	protein_coding	0.17013523536562214	3.53740687311509e-12	2.3353413727944014e-11
ENSG00000104450	SPAG1	chr8	100157906	100259278	0.26271001977976755	protein_coding	0.16842482529856803	7.38380411177851e-10	3.9708503348336715e-9
ENSG00000104472	CHRAC1	chr8	140511311	140517154	0.27551341719077566	protein_coding	0.17550889748549323	1.10999942290031e-09	5.871264745937922e-9
ENSG00000104490	NCALD	chr8	101686542	102124907	0.2588124756551235	protein_coding	0.1720611255097902	4.09465580865849e-09	2.014683516039402e-8
ENSG00000104497	SNX16	chr8	81799581	81842866	0.22017714884696016	protein_coding	0.146819741157771	1.3424660975345e-07	5.452568882690062e-7
ENSG00000104499	GML	chr8	142834247	142916506	0.2699606346079815	protein_coding	0.17918619013106513	1.29542231907427e-09	6.775974258748354e-9
ENSG00000104517	UBR5	chr8	102252273	102412759	0.26183212163505293	protein_coding	0.16975883833986488	1.49135204350234e-09	7.74628863251807e-9
ENSG00000104518	GSDMD	chr8	143553207	143563062	0.27234716981132073	protein_coding	0.17178394584139264	2.21069528010346e-10	1.2597050361580689e-9
ENSG00000104522	GFUS	chr8	143612618	143618048	0.2704188679245283	protein_coding	0.17157620889748548	3.30866514992128e-10	1.8557922387058467e-9
ENSG00000104524	PYCR3	chr8	143603210	143609773	0.2704188679245283	protein_coding	0.17157620889748548	3.30866514992128e-10	1.8557922387058467e-9
ENSG00000104529	EEF1D	chr8	143579697	143599541	0.27179529639520006	protein_coding	0.17178394584139264	3.34892736683767e-10	1.8761957640720207e-9
ENSG00000104537	ANXA13	chr8	123680794	123737402	0.29919550181820537	protein_coding	0.19181088086373527	3.82919782263627e-11	2.376119959520232e-10
ENSG00000104549	SQLE	chr8	124998497	125022283	0.31133521490126537	protein_coding	0.1913835589941973	1.07797079514041e-12	7.32178686699272e-12
ENSG00000104611	SH2D4A	chr8	19313693	19396218	-0.23468382661843476	protein_coding	-0.15371508704061895	7.42243437758691e-07	2.804208192291147e-6
ENSG00000104613	INTS10	chr8	19817391	19852083	-0.2352366785407098	protein_coding	-0.15563151520785137	8.1275278038567e-07	3.05922553755066e-6
